id,last,first,state,phone,email,gradyear,gpa,program
916546,Newman,Eleonora,Arizona,(623) 555-700,enewman3@alumni.rouxacademy.com,2006,3.8,Fashion and Textile Design
916556,Vargas,Kerry,Georgia,(478) 555-267,kvargas@alumni.rouxacademy.com,2009,2.88,Animation
916557,Roy,Porsha,California,(760) 555-377,proy@alumni.rouxacademy.com,2001,3.49,Animation
916758,Mercado,Yasmine,Michigan,(231) 555-955,ymercado@alumni.rouxacademy.com,2004,3.42,Fine Art and Visual Culture
916882,Cole,Olevia,Texas,(214) 555-526,ocole@alumni.rouxacademy.com,2010,3.18,Graphic Design
916960,Marsh,Erma,Texas,(361) 555-910,emarsh@alumni.rouxacademy.com,2009,3.06,Fashion and Textile Design
917091,Payne,Hallie,Texas,(682) 555-446,hpayne@alumni.rouxacademy.com,2004,2.81,Graphic Design
917111,Phelps,Eloisa,Illinois,(224) 555-134,ephelps@alumni.rouxacademy.com,2011,3.97,Graphic Design
917349,Hood,Maryanne,Minnesota,(507) 555-985,mhood2@alumni.rouxacademy.com,2005,2.01,Photography
917434,Pittman,Wynona,Florida,(727) 555-908,wpittman@alumni.rouxacademy.com,2011,2.66,Fine Art and Visual Culture
917513,Walters,Jacques,Florida,(305) 555-708,jwalters@alumni.rouxacademy.com,2009,3.71,Animation
917634,Barrera,Erwin,Texas,(325) 555-861,ebarrera@alumni.rouxacademy.com,2009,3.99,Fashion and Textile Design
917793,Diaz,Bertie,Virginia,(434) 555-090,bdiaz@alumni.rouxacademy.com,2006,3.42,Photography
917863,Conner,Danielle,Oregon,(971) 555-303,dconner@alumni.rouxacademy.com,2009,2.37,Photography
917869,Albert,Aurora,Iowa,(641) 555-399,aalbert@alumni.rouxacademy.com,2001,3.75,Photography
918013,Clemons,Donya,Pennsylvania,(267) 555-389,dclemons@alumni.rouxacademy.com,2004,2.49,Fine Art and Visual Culture
918060,Trevino,Brendan,California,(949) 555-992,btrevino@alumni.rouxacademy.com,2003,2.38,Fashion and Textile Design
918103,French,Trisha,Arkansas,(501) 555-365,tfrench@alumni.rouxacademy.com,2006,2.87,Fashion and Textile Design
918191,Bruce,Madeline,Massachusetts,(774) 555-708,mbruce@alumni.rouxacademy.com,2003,2.83,Graphic Design
918261,English,Kaye,New York,(315) 555-984,kenglish3@alumni.rouxacademy.com,2003,2.83,Fashion and Textile Design
918276,Glenn,Raguel,Michigan,(810) 555-926,rglenn@alumni.rouxacademy.com,2001,2.39,Photography
918387,Sloan,Damon,Ohio,(330) 555-646,dsloan@alumni.rouxacademy.com,2003,3,Animation
918434,Snyder,Keeley,Massachusetts,(339) 555-417,ksnyder@alumni.rouxacademy.com,2000,2.77,Graphic Design
918599,Garcia,Aurelia,Pennsylvania,(412) 555-363,agarcia@alumni.rouxacademy.com,2001,3.67,Photography
918732,Cash,Gay,Illinois,(630) 555-967,gcash@alumni.rouxacademy.com,2009,3,Photography
918787,Byrd,Erica,Massachusetts,(774) 555-192,ebyrd@alumni.rouxacademy.com,2008,2.74,Fashion and Textile Design
918858,Flynn,Martin,Pennsylvania,(724) 555-531,mflynn@alumni.rouxacademy.com,2004,2.91,Graphic Design
918862,Schmidt,Sherri,Texas,(432) 555-330,sschmidt@alumni.rouxacademy.com,2004,3.12,Photography
918977,Sellers,Adam,Florida,(352) 555-528,asellers@alumni.rouxacademy.com,2010,3.04,Fashion and Textile Design
918999,Good,Allen,California,(559) 555-712,agood@alumni.rouxacademy.com,2006,2.55,Fine Art and Visual Culture
919022,Santiago,Alexander,Georgia,(478) 555-440,asantiago2@alumni.rouxacademy.com,2009,2.52,Animation
919041,Mccoy,Merideth,Michigan,(810) 555-583,mmccoy@alumni.rouxacademy.com,2004,3.57,Graphic Design
919048,Hancock,Paulene,Connecticut,(860) 555-190,phancock@alumni.rouxacademy.com,2007,2.79,Animation
919072,Wilcox,Alline,Texas,(214) 555-078,awilcox2@alumni.rouxacademy.com,2008,3.16,Fashion and Textile Design
919085,Gill,Karole,Alabama,(938) 555-500,kgill@alumni.rouxacademy.com,2002,3.76,Photography
919156,Molina,Lala,Wisconsin,(920) 555-180,lmolina2@alumni.rouxacademy.com,2007,2.3,Fine Art and Visual Culture
919189,Bates,Elmo,Illinois,(872) 555-483,ebates@alumni.rouxacademy.com,2011,3.98,Photography
919338,Kaufman,Deedee,Mississippi,(769) 555-627,dkaufman@alumni.rouxacademy.com,2006,2.47,Graphic Design
919519,Tucker,Santos,Illinois,(779) 555-506,stucker@alumni.rouxacademy.com,2010,3.54,Animation
919655,Swanson,Gracie,Texas,(409) 555-339,gswanson@alumni.rouxacademy.com,2006,3.14,Photography
919671,Rosales,Lissette,Mississippi,(601) 555-716,lrosales@alumni.rouxacademy.com,2005,3.31,Animation
919719,Allen,Roger,Arkansas,(501) 555-066,rallen@alumni.rouxacademy.com,2009,3.44,Animation
919868,Mccarthy,Gracia,Massachusetts,(508) 555-635,gmccarthy@alumni.rouxacademy.com,2008,3.38,Graphic Design
920058,Goff,Gregory,Pennsylvania,(412) 555-154,ggoff@alumni.rouxacademy.com,2007,3.13,Fashion and Textile Design
920250,Herman,Yuko,Virginia,(571) 555-645,yherman@alumni.rouxacademy.com,2008,2.05,Graphic Design
920283,Mcleod,Wm,Oklahoma,(405) 555-538,wmcleod@alumni.rouxacademy.com,2003,3.3,Photography
920344,Lowe,Lahoma,Georgia,(706) 555-515,llowe@alumni.rouxacademy.com,2009,2.43,Animation
920363,Mcpherson,Margarita,Missouri,(314) 555-816,mmcpherson2@alumni.rouxacademy.com,2009,2.82,Fashion and Textile Design
920379,Garner,Lee,Massachusetts,(508) 555-793,lgarner2@alumni.rouxacademy.com,2006,3.8,Fashion and Textile Design
920475,Kelley,Helga,Ohio,(513) 555-310,hkelley@alumni.rouxacademy.com,2005,3.7,Fashion and Textile Design
920516,Sharpe,Clora,Minnesota,(952) 555-752,csharpe2@alumni.rouxacademy.com,2010,2.16,Fine Art and Visual Culture
920575,Buck,Delta,Vermont,(802) 555-350,dbuck@alumni.rouxacademy.com,2010,2.65,Animation
920707,Blevins,Harry,South Carolina,(803) 555-692,hblevins@alumni.rouxacademy.com,2001,3.6,Animation
920745,Alford,Jere,California,(818) 555-265,jalford@alumni.rouxacademy.com,2010,3.29,Fashion and Textile Design
920774,Salazar,Brandie,Alabama,(251) 555-966,bsalazar@alumni.rouxacademy.com,2003,3.28,Photography
920809,Brock,Kelsi,Michigan,(231) 555-535,kbrock@alumni.rouxacademy.com,2004,3.54,Animation
920934,Russell,Tyrone,Ohio,(513) 555-312,trussell@alumni.rouxacademy.com,2010,2.39,Fine Art and Visual Culture
920937,Glenn,Maurice,Indiana,(219) 555-448,mglenn2@alumni.rouxacademy.com,2004,2.53,Fine Art and Visual Culture
921012,Morrow,Tracy,Florida,(305) 555-525,tmorrow@alumni.rouxacademy.com,2010,2.12,Fine Art and Visual Culture
921210,Grant,Leah,Texas,(432) 555-662,lgrant@alumni.rouxacademy.com,2010,2.46,Fine Art and Visual Culture
921253,Ryan,Shenika,Ohio,(937) 555-363,sryan@alumni.rouxacademy.com,2007,3.95,Graphic Design
921330,Dejesus,George,Ohio,(330) 555-095,gdejesus@alumni.rouxacademy.com,2000,3.47,Animation
921386,Paul,Noelle,Texas,(361) 555-302,npaul@alumni.rouxacademy.com,2001,2.47,Animation
921504,Burns,Tyson,Illinois,(708) 555-834,tburns@alumni.rouxacademy.com,2000,2.95,Fashion and Textile Design
921723,Olson,Thomas,Virginia,(571) 555-016,tolson@alumni.rouxacademy.com,2002,2.97,Fashion and Textile Design
921738,Chang,Gustavo,Texas,(806) 555-588,gchang@alumni.rouxacademy.com,2003,3.5,Graphic Design
921780,Ware,Orval,Missouri,(636) 555-890,oware@alumni.rouxacademy.com,2006,3.33,Photography
921787,Case,Obdulia,Utah,(435) 555-627,ocase@alumni.rouxacademy.com,2007,2.05,Fine Art and Visual Culture
922225,Edwards,Latesha,Ohio,(937) 555-104,ledwards@alumni.rouxacademy.com,2003,3.18,Graphic Design
922265,Snider,Mindy,Missouri,(636) 555-593,msnider2@alumni.rouxacademy.com,2001,3.31,Fashion and Textile Design
922275,Witt,Ronni,Tennessee,(615) 555-388,rwitt@alumni.rouxacademy.com,2006,2,Photography
922290,Powers,Herman,Mississippi,(769) 555-045,hpowers@alumni.rouxacademy.com,2011,2.71,Graphic Design
922492,Waller,Claud,Michigan,(586) 555-066,cwaller@alumni.rouxacademy.com,2004,3.6,Graphic Design
922531,Ford,Damion,Georgia,(706) 555-362,dford2@alumni.rouxacademy.com,2006,3.53,Fashion and Textile Design
922611,Shepherd,Londa,South Carolina,(864) 555-535,lshepherd@alumni.rouxacademy.com,2000,3.79,Fashion and Textile Design
922625,May,Tressie,Iowa,(319) 555-733,tmay@alumni.rouxacademy.com,2011,2.03,Photography
922691,Shepard,Amie,New York,(914) 555-562,ashepard@alumni.rouxacademy.com,2010,3.21,Animation
922712,Elliott,Lovetta,Texas,(940) 555-823,lelliott@alumni.rouxacademy.com,2010,3.72,Fashion and Textile Design
922769,Hurley,Muriel,Pennsylvania,(724) 555-185,mhurley@alumni.rouxacademy.com,2009,3.84,Fashion and Textile Design
922839,Dale,Teressa,Texas,(682) 555-342,tdale2@alumni.rouxacademy.com,2005,2.99,Animation
922860,Erickson,Kelley,Wisconsin,(715) 555-835,kerickson@alumni.rouxacademy.com,2005,2.08,Photography
922875,Obrien,Tosha,California,(559) 555-657,tobrien@alumni.rouxacademy.com,2007,3.35,Animation
922910,Rodriquez,Gearldine,Washington,(509) 555-279,grodriquez2@alumni.rouxacademy.com,2011,2.14,Fine Art and Visual Culture
923071,Berger,Son,Minnesota,(952) 555-092,sberger@alumni.rouxacademy.com,2010,3.15,Fine Art and Visual Culture
923104,Tyson,Frankie,Iowa,(563) 555-124,ftyson@alumni.rouxacademy.com,2004,3.8,Animation
923148,Torres,Shanice,Vermont,(802) 555-818,storres2@alumni.rouxacademy.com,2007,3.97,Animation
923394,Grant,Henrietta,Montana,(406) 555-841,hgrant2@alumni.rouxacademy.com,2000,3.81,Fine Art and Visual Culture
923472,Johns,Mack,Nebraska,(531) 555-544,mjohns@alumni.rouxacademy.com,2000,2.42,Animation
923635,Dorsey,Victorina,New York,(212) 555-644,vdorsey@alumni.rouxacademy.com,2005,3.48,Animation
923671,Hardy,Jimmy,California,(657) 555-144,jhardy2@alumni.rouxacademy.com,2010,2.68,Graphic Design
923717,Ball,Tabetha,California,(707) 555-953,tball@alumni.rouxacademy.com,2009,2.94,Photography
923799,Trujillo,Johnette,Texas,(915) 555-227,jtrujillo@alumni.rouxacademy.com,2000,2.05,Photography
923830,Mcgee,Claude,New York,(646) 555-758,cmcgee@alumni.rouxacademy.com,2006,2.76,Fine Art and Visual Culture
923855,Riddle,Ty,Oklahoma,(539) 555-239,triddle@alumni.rouxacademy.com,2000,3.57,Graphic Design
923990,Huff,Rosette,Wyoming,(307) 555-348,rhuff@alumni.rouxacademy.com,2011,2.46,Animation
924047,Jefferson,Salvador,Washington,(425) 555-118,sjefferson@alumni.rouxacademy.com,2004,3.86,Fashion and Textile Design
924052,Frank,Kristie,New York,(646) 555-470,kfrank@alumni.rouxacademy.com,2011,2.56,Photography
924483,Ward,Armida,Ohio,(740) 555-221,award@alumni.rouxacademy.com,2010,2.45,Fine Art and Visual Culture
924516,Ray,Annetta,California,(760) 555-107,aray@alumni.rouxacademy.com,2001,3.5,Photography
924790,Roberson,Myrtie,Florida,(786) 555-042,mroberson@alumni.rouxacademy.com,2011,3.66,Fashion and Textile Design
924856,Brown,Asha,Washington,(360) 555-069,abrown@alumni.rouxacademy.com,2002,2.54,Fashion and Textile Design
924882,Hayes,Cory,Florida,(863) 555-418,chayes2@alumni.rouxacademy.com,2005,2.64,Fashion and Textile Design
924944,Miles,Eric,Arizona,(520) 555-224,emiles@alumni.rouxacademy.com,2008,2.8,Animation
925061,Fernandez,Porsche,North Carolina,(336) 555-908,pfernandez2@alumni.rouxacademy.com,2004,2.19,Graphic Design
925069,Lang,Josephina,North Carolina,(919) 555-931,jlang@alumni.rouxacademy.com,2008,2.89,Fine Art and Visual Culture
925162,Buckley,Ocie,Florida,(786) 555-499,obuckley@alumni.rouxacademy.com,2000,2.85,Fine Art and Visual Culture
925219,Lynn,Anita,Arizona,(520) 555-795,alynn@alumni.rouxacademy.com,2000,2.12,Graphic Design
925350,Sims,Casimira,Texas,(903) 555-009,csims2@alumni.rouxacademy.com,2011,3.56,Fashion and Textile Design
925510,Mason,Brooke,Florida,(772) 555-537,bmason@alumni.rouxacademy.com,2009,3.78,Graphic Design
925631,Ortiz,Carlee,New Jersey,(856) 555-255,cortiz@alumni.rouxacademy.com,2011,2.57,Photography
925788,Joyce,Chin,Tennessee,(865) 555-018,cjoyce@alumni.rouxacademy.com,2000,2.38,Graphic Design
925910,Griffin,Roxy,Georgia,(770) 555-416,rgriffin@alumni.rouxacademy.com,2003,2.85,Photography
926066,Cervantes,Estela,Kentucky,(859) 555-388,ecervantes@alumni.rouxacademy.com,2003,3.66,Photography
926108,Ingram,Latesha,Idaho,(208) 555-718,lingram@alumni.rouxacademy.com,2002,2.88,Fashion and Textile Design
926407,Beck,Darcy,Texas,(214) 555-291,dbeck2@alumni.rouxacademy.com,2006,3.88,Animation
926577,Hess,Jacquelyne,Ohio,(567) 555-525,jhess2@alumni.rouxacademy.com,2011,2.02,Photography
926586,Brewer,Piper,Illinois,(815) 555-941,pbrewer@alumni.rouxacademy.com,2003,3.73,Photography
926769,Hart,Marquerite,Rhode Island,(401) 555-513,mhart@alumni.rouxacademy.com,2000,3.6,Photography
926838,Fisher,Alonzo,Florida,(850) 555-626,afisher3@alumni.rouxacademy.com,2003,2.71,Animation
927101,Tucker,Levi,Oregon,(541) 555-096,ltucker@alumni.rouxacademy.com,2003,3.69,Animation
927374,Knight,Maye,Mississippi,(769) 555-545,mknight2@alumni.rouxacademy.com,2008,2.48,Fine Art and Visual Culture
927384,Ayers,Agustin,Alabama,(256) 555-299,aayers@alumni.rouxacademy.com,2006,3.36,Graphic Design
927511,Woodward,Carroll,Connecticut,(860) 555-045,cwoodward@alumni.rouxacademy.com,2006,3.91,Graphic Design
927729,Skinner,Jeremy,Ohio,(330) 555-709,jskinner@alumni.rouxacademy.com,2003,2.42,Fashion and Textile Design
927799,Durham,Brice,Mississippi,(601) 555-568,bdurham2@alumni.rouxacademy.com,2002,3.86,Fine Art and Visual Culture
927882,Padilla,Lanie,Indiana,(765) 555-253,lpadilla@alumni.rouxacademy.com,2000,2.56,Fashion and Textile Design
928127,Sloan,Tyler,Texas,(469) 555-642,tsloan@alumni.rouxacademy.com,2010,3.6,Graphic Design
928178,Fletcher,Lavona,Georgia,(678) 555-586,lfletcher@alumni.rouxacademy.com,2006,3.21,Fashion and Textile Design
928204,Bonner,Ka,Indiana,(765) 555-445,kbonner@alumni.rouxacademy.com,2004,3.75,Graphic Design
928236,Clemons,Janene,Georgia,(404) 555-908,jclemons@alumni.rouxacademy.com,2006,2.4,Graphic Design
928244,Dunlap,Ninfa,Nebraska,(308) 555-064,ndunlap2@alumni.rouxacademy.com,2006,2.29,Graphic Design
928293,Mcfarland,Florencia,Nebraska,(308) 555-706,fmcfarland@alumni.rouxacademy.com,2004,2.91,Fine Art and Visual Culture
928463,Mosley,Micheal,Indiana,(765) 555-465,mmosley@alumni.rouxacademy.com,2002,2.62,Photography
928503,Beard,Monserrate,Arizona,(928) 555-971,mbeard5@alumni.rouxacademy.com,2004,3.18,Fashion and Textile Design
928515,George,Jorge,California,(925) 555-771,jgeorge@alumni.rouxacademy.com,2005,2.01,Fashion and Textile Design
928531,Mcmillan,Peter,California,(657) 555-436,pmcmillan@alumni.rouxacademy.com,2009,3.17,Fine Art and Visual Culture
928808,Faulkner,Elwood,Indiana,(219) 555-377,efaulkner@alumni.rouxacademy.com,2002,2.64,Animation
928887,Mcfarland,Talisha,Kentucky,(270) 555-083,tmcfarland@alumni.rouxacademy.com,2010,2.66,Photography
928940,Cochran,Dion,New Jersey,(862) 555-351,dcochran@alumni.rouxacademy.com,2003,2.56,Animation
929023,York,Nisha,California,(408) 555-518,nyork@alumni.rouxacademy.com,2005,3.8,Animation
929045,Mayer,Arnoldo,Connecticut,(475) 555-141,amayer2@alumni.rouxacademy.com,2003,3.12,Graphic Design
929186,Hudson,Tracy,Michigan,(269) 555-889,thudson2@alumni.rouxacademy.com,2001,2.2,Fashion and Textile Design
929270,Levy,Catrice,Pennsylvania,(814) 555-251,clevy2@alumni.rouxacademy.com,2010,3.03,Fine Art and Visual Culture
929539,Patton,Nicol,Michigan,(586) 555-021,npatton@alumni.rouxacademy.com,2005,2.6,Fine Art and Visual Culture
929647,William,Valarie,Texas,(682) 555-083,vwilliam@alumni.rouxacademy.com,2002,3.5,Photography
929689,Garrison,Sondra,Illinois,(630) 555-911,sgarrison@alumni.rouxacademy.com,2004,2.06,Fashion and Textile Design
929809,Castro,Alyson,California,(562) 555-300,acastro@alumni.rouxacademy.com,2000,3.2,Fine Art and Visual Culture
930239,Mckenzie,Rosaria,Arkansas,(870) 555-563,rmckenzie@alumni.rouxacademy.com,2002,2.48,Animation
930305,Dunlap,Rosia,Missouri,(660) 555-102,rdunlap3@alumni.rouxacademy.com,2010,2.38,Fine Art and Visual Culture
930310,Ramsey,Allene,Pennsylvania,(717) 555-256,aramsey@alumni.rouxacademy.com,2003,3.46,Animation
930316,Wilkerson,Ellis,Wisconsin,(414) 555-896,ewilkerson@alumni.rouxacademy.com,2006,2.49,Fashion and Textile Design
930320,Carson,Pansy,California,(747) 555-016,pcarson@alumni.rouxacademy.com,2010,3.22,Fashion and Textile Design
930354,Park,Hiram,Arizona,(602) 555-168,hpark@alumni.rouxacademy.com,2002,2.71,Graphic Design
930409,Beck,Houston,New York,(716) 555-137,hbeck@alumni.rouxacademy.com,2001,3.87,Graphic Design
930420,Chase,Joel,California,(707) 555-339,jchase@alumni.rouxacademy.com,2011,3.23,Fine Art and Visual Culture
930571,Sanchez,Olimpia,Arkansas,(870) 555-437,osanchez@alumni.rouxacademy.com,2007,2.7,Fine Art and Visual Culture
930808,Jacobson,Corina,Georgia,(470) 555-378,cjacobson@alumni.rouxacademy.com,2007,3.09,Photography
930933,Ryan,Cordelia,Arizona,(623) 555-786,cryan2@alumni.rouxacademy.com,2009,2.76,Fashion and Textile Design
930948,Bolton,Maribel,Tennessee,(423) 555-802,mbolton@alumni.rouxacademy.com,2008,2.47,Fashion and Textile Design
931263,Garrett,Brenna,Louisiana,(337) 555-459,bgarrett2@alumni.rouxacademy.com,2002,3.89,Animation
931279,Vasquez,Gregoria,Illinois,(312) 555-997,gvasquez@alumni.rouxacademy.com,2009,3.27,Photography
931304,Frye,Kelvin,Missouri,(636) 555-099,kfrye@alumni.rouxacademy.com,2009,2.66,Fine Art and Visual Culture
931305,Whitley,Rodney,Texas,(409) 555-265,rwhitley@alumni.rouxacademy.com,2002,3.87,Fashion and Textile Design
931381,Bass,Alphonso,Virginia,(571) 555-272,abass2@alumni.rouxacademy.com,2001,3.99,Graphic Design
931432,Butler,Jama,Rhode Island,(401) 555-354,jbutler2@alumni.rouxacademy.com,2011,2.41,Fashion and Textile Design
931470,Parrish,Berniece,New York,(315) 555-876,bparrish@alumni.rouxacademy.com,2006,3.43,Photography
931480,Mooney,Bailey,New York,(845) 555-938,bmooney@alumni.rouxacademy.com,2007,3.12,Fashion and Textile Design
931495,Mooney,Mayra,Oregon,(541) 555-188,mmooney2@alumni.rouxacademy.com,2007,3.48,Graphic Design
931519,Mcgee,Maire,Utah,(801) 555-597,mmcgee2@alumni.rouxacademy.com,2009,2.91,Graphic Design
931626,Gibson,Toshiko,California,(818) 555-522,tgibson2@alumni.rouxacademy.com,2002,3.07,Fashion and Textile Design
931657,Yates,Despina,Texas,(940) 555-455,dyates@alumni.rouxacademy.com,2010,2.27,Fine Art and Visual Culture
931706,Albert,Jann,Illinois,(815) 555-213,jalbert@alumni.rouxacademy.com,2009,3.53,Photography
931918,Solomon,Nancie,California,(619) 555-135,nsolomon@alumni.rouxacademy.com,2002,2.91,Graphic Design
932022,Graham,Rachelle,California,(559) 555-711,rgraham@alumni.rouxacademy.com,2009,3.69,Fashion and Textile Design
932095,Moreno,Katherine,Pennsylvania,(412) 555-127,kmoreno@alumni.rouxacademy.com,2005,3.6,Photography
932104,Mejia,Jayna,Virginia,(757) 555-306,jmejia@alumni.rouxacademy.com,2007,3.84,Fashion and Textile Design
932137,Ewing,Roseanne,Minnesota,(952) 555-246,rewing@alumni.rouxacademy.com,2011,2.64,Fine Art and Visual Culture
932167,Roberson,Miki,Georgia,(470) 555-666,mroberson2@alumni.rouxacademy.com,2000,3.58,Photography
932185,Madden,Mariann,California,(323) 555-104,mmadden4@alumni.rouxacademy.com,2003,3.81,Graphic Design
932431,Ryan,Eliz,Georgia,(912) 555-713,eryan2@alumni.rouxacademy.com,2004,3.41,Graphic Design
932490,Rush,Loise,Delaware,(302) 555-194,lrush@alumni.rouxacademy.com,2010,2.52,Fashion and Textile Design
932500,Travis,Dinorah,Virginia,(571) 555-401,dtravis@alumni.rouxacademy.com,2006,2.64,Animation
932637,Gordon,Madeleine,New York,(845) 555-651,mgordon@alumni.rouxacademy.com,2002,3.13,Animation
932898,Allison,Richelle,Florida,(561) 555-898,rallison@alumni.rouxacademy.com,2010,3.76,Fashion and Textile Design
933009,Payne,Shannon,Massachusetts,(978) 555-918,spayne@alumni.rouxacademy.com,2010,2.7,Fashion and Textile Design
933258,Young,Shanae,Alabama,(256) 555-732,syoung@alumni.rouxacademy.com,2001,3.87,Animation
933403,Collins,Soledad,Pennsylvania,(724) 555-678,scollins@alumni.rouxacademy.com,2005,2.6,Animation
933416,Grant,Dusti,Illinois,(312) 555-119,dgrant2@alumni.rouxacademy.com,2003,2.97,Animation
933447,Workman,Loren,Michigan,(517) 555-191,lworkman@alumni.rouxacademy.com,2009,2.7,Fine Art and Visual Culture
933502,Phillips,Son,Texas,(903) 555-890,sphillips@alumni.rouxacademy.com,2001,2.13,Graphic Design
933531,Camacho,Audrie,South Carolina,(803) 555-653,acamacho@alumni.rouxacademy.com,2009,3.83,Photography
933676,Simon,Nellie,Wisconsin,(608) 555-126,nsimon@alumni.rouxacademy.com,2006,2.69,Animation
933822,Pruitt,Ray,Florida,(727) 555-354,rpruitt@alumni.rouxacademy.com,2010,2.58,Photography
934095,Hewitt,Stacey,Arizona,(480) 555-120,shewitt@alumni.rouxacademy.com,2006,3.73,Animation
934106,Bonner,Kristan,Wisconsin,(262) 555-861,kbonner2@alumni.rouxacademy.com,2004,3.4,Photography
934273,Rowland,Gail,Arizona,(602) 555-780,growland@alumni.rouxacademy.com,2003,2.48,Fashion and Textile Design
934282,Stokes,Georgiann,Iowa,(319) 555-514,gstokes@alumni.rouxacademy.com,2004,2.83,Animation
934313,Jarvis,Sixta,New York,(646) 555-645,sjarvis@alumni.rouxacademy.com,2004,2.35,Animation
934483,Duncan,Karrie,Illinois,(708) 555-726,kduncan@alumni.rouxacademy.com,2000,2.58,Graphic Design
934506,Barton,Margit,Louisiana,(985) 555-011,mbarton@alumni.rouxacademy.com,2011,3.53,Animation
934613,Briggs,Cheryle,Pennsylvania,(484) 555-317,cbriggs@alumni.rouxacademy.com,2002,2.92,Fine Art and Visual Culture
934737,Bryan,Courtney,Illinois,(847) 555-093,cbryan@alumni.rouxacademy.com,2006,2.46,Fashion and Textile Design
934907,England,Christopher,Texas,(210) 555-696,cengland3@alumni.rouxacademy.com,2000,3.5,Fine Art and Visual Culture
934998,Talley,Portia,California,(818) 555-827,ptalley@alumni.rouxacademy.com,2002,3.96,Fine Art and Visual Culture
935119,Franks,Clarence,Florida,(305) 555-773,cfranks2@alumni.rouxacademy.com,2001,2.42,Animation
935199,Foley,Rutha,Virginia,(540) 555-042,rfoley@alumni.rouxacademy.com,2010,3.32,Graphic Design
935212,Schultz,Shellie,New York,(914) 555-347,sschultz3@alumni.rouxacademy.com,2002,2.22,Photography
935232,Neal,Kate,Michigan,(231) 555-338,kneal@alumni.rouxacademy.com,2001,3.96,Photography
935439,Trujillo,Scot,New York,(917) 555-203,strujillo@alumni.rouxacademy.com,2009,2.9,Fine Art and Visual Culture
935567,Mays,Ngan,Connecticut,(860) 555-463,nmays2@alumni.rouxacademy.com,2011,2.74,Photography
935570,Mcknight,Demetrius,Florida,(727) 555-229,dmcknight@alumni.rouxacademy.com,2004,3.85,Fine Art and Visual Culture
935573,Reilly,Miki,New Jersey,(862) 555-932,mreilly@alumni.rouxacademy.com,2002,2.36,Photography
935583,Walters,Vonda,Illinois,(618) 555-899,vwalters@alumni.rouxacademy.com,2005,3.78,Fashion and Textile Design
935612,Saunders,Foster,Florida,(407) 555-528,fsaunders@alumni.rouxacademy.com,2003,3.13,Photography
935662,Salazar,Irma,Louisiana,(318) 555-484,isalazar@alumni.rouxacademy.com,2006,2.92,Fine Art and Visual Culture
935720,Kirby,Eveline,New York,(914) 555-504,ekirby@alumni.rouxacademy.com,2009,2.23,Photography
935767,Hunter,Dusty,Pennsylvania,(717) 555-161,dhunter@alumni.rouxacademy.com,2001,2.58,Photography
935843,Conrad,Sharri,North Carolina,(336) 555-845,sconrad@alumni.rouxacademy.com,2008,3.29,Fashion and Textile Design
935848,Dorsey,Alane,Michigan,(989) 555-306,adorsey@alumni.rouxacademy.com,2010,3.27,Fashion and Textile Design
935870,Hunter,Remedios,New Jersey,(856) 555-199,rhunter@alumni.rouxacademy.com,2003,2.71,Fine Art and Visual Culture
935901,Hamilton,Luana,Ohio,(740) 555-584,lhamilton@alumni.rouxacademy.com,2007,2.42,Animation
936119,Ashley,Cassidy,New Jersey,(848) 555-861,cashley@alumni.rouxacademy.com,2003,3.2,Fashion and Textile Design
936151,Acevedo,Sharita,Virginia,(434) 555-678,sacevedo@alumni.rouxacademy.com,2003,2.19,Fine Art and Visual Culture
936170,Spence,Oliver,Oklahoma,(918) 555-303,ospence@alumni.rouxacademy.com,2001,3.52,Graphic Design
936182,Contreras,Luisa,Oklahoma,(405) 555-679,lcontreras@alumni.rouxacademy.com,2004,2.57,Fine Art and Visual Culture
936456,Wilkerson,Maia,Washington,(509) 555-668,mwilkerson@alumni.rouxacademy.com,2000,2.99,Graphic Design
936610,Wolf,Charles,Pennsylvania,(412) 555-872,cwolf@alumni.rouxacademy.com,2005,3.97,Fine Art and Visual Culture
936672,Alvarez,Pedro,Illinois,(224) 555-166,palvarez@alumni.rouxacademy.com,2010,3.83,Fine Art and Visual Culture
936760,Bean,Juan,Ohio,(234) 555-967,jbean@alumni.rouxacademy.com,2009,3.03,Graphic Design
936804,Valdez,Brigette,Michigan,(313) 555-309,bvaldez2@alumni.rouxacademy.com,2006,3.62,Graphic Design
936833,Collier,Clyde,California,(408) 555-497,ccollier2@alumni.rouxacademy.com,2008,3.78,Fashion and Textile Design
936950,Ayala,Floy,Texas,(409) 555-918,fayala@alumni.rouxacademy.com,2004,3.09,Photography
937161,Stone,Karena,Missouri,(636) 555-056,kstone@alumni.rouxacademy.com,2004,2.03,Animation
937163,Jensen,Misty,Tennessee,(731) 555-962,mjensen@alumni.rouxacademy.com,2003,2.84,Graphic Design
937234,Cochran,Bob,Arkansas,(501) 555-419,bcochran@alumni.rouxacademy.com,2001,2.12,Fashion and Textile Design
937286,Holmes,Cherilyn,Arizona,(623) 555-436,cholmes2@alumni.rouxacademy.com,2007,3.7,Animation
937361,Massey,Cammy,New Jersey,(856) 555-602,cmassey@alumni.rouxacademy.com,2001,3.02,Fine Art and Visual Culture
937376,Allison,Dana,Alabama,(256) 555-970,dallison@alumni.rouxacademy.com,2004,2.14,Photography
937472,Duke,Adrian,Michigan,(248) 555-264,aduke@alumni.rouxacademy.com,2005,3.62,Animation
